silhouette_score,davies_bouldin_score,inertia,num_clusters,mean_density,density_std,min_density,max_density,mean_hull_area,total_hull_area,language_coherence,connected_components,total_edges,largest_component,clustering_coefficient,digit_linearity,overall_linearity,graph_density,mean_degree,num_hubs,digits_found,digit_consistency,letters_found,letter_consistency,num_voids,mean_void_distance,chi_statistic,p_value,void_significant,void_area_estimate,max_void_distance,input_name,model_name,method_name,languages,timestamp
0.5092,0.6282,0.1599,5,121.0,0.0,121,121,0.003610734870412842,0.01805367435206421,0.9907692307692308,1,7381,122,1.0,0.8938,0.6518,1.0,121.0,0,10,0.3067,26,0.4522,12,0.09358103941792834,0.0,1.0,False,0.12000000000000002,0.1145,ASCII-words,Sentence-BERT Multilingual,PHATE,chinese;english,20250913_210903
