chi_statistic,expected_voids,input_name,is_significant,max_void_distance,mean_void_distance,method_name,metric_type,model_name,num_voids,observed_voids,p_value,significance_level,timestamp,total_void_area_estimate,void_distance_std
,,ASCII-words,,,0.08551675366537437,PHATE,void_regions,EmbeddingGemma (Ollama),5,,,,20250923_155204,,
0.0,20.0,ASCII-words,False,,,PHATE,void_significance,EmbeddingGemma (Ollama),,20,1.0,0.050000000000000044,20250923_155204,,
,,ASCII-words,,0.0979,,PHATE,void_geometry,EmbeddingGemma (Ollama),,,,,20250923_155204,0.05000000000000001,0.0104
