silhouette_score,davies_bouldin_score,inertia,num_clusters,mean_density,density_std,min_density,max_density,mean_hull_area,total_hull_area,language_coherence,connected_components,total_edges,largest_component,clustering_coefficient,digit_linearity,overall_linearity,graph_density,mean_degree,num_hubs,digits_found,digit_consistency,letters_found,letter_consistency,num_voids,mean_void_distance,chi_statistic,p_value,void_significant,void_area_estimate,max_void_distance,input_name,model_name,method_name,languages,timestamp
0.5679,0.456,0.0168,5,18.26086956521739,3.7441826333236494,9,22,0.000622835299348187,0.0031141764967409355,1.0,1,253,23,1.0,0,0.9906,1.0,22.0,0,0,0,23,0.2251,29,0.09612557135354165,0.0,1.0,False,0.29000000000000004,0.117,子-family,Sentence-BERT Multilingual,PHATE,chinese,20250914_235156
