silhouette_score,davies_bouldin_score,inertia,num_clusters,mean_density,density_std,min_density,max_density,mean_hull_area,total_hull_area,language_coherence,connected_components,total_edges,largest_component,clustering_coefficient,digit_linearity,overall_linearity,graph_density,mean_degree,num_hubs,digits_found,digit_consistency,letters_found,letter_consistency,num_voids,mean_void_distance,chi_statistic,p_value,void_significant,void_area_estimate,max_void_distance,input_name,model_name,method_name,languages,timestamp
0.4611,0.5894,0.0667,5,120.0,0.0,120,120,0.001774809898641956,0.00887404949320978,1.0,1,7260,121,1.0,0,0.8531,1.0,120.0,0,0,0,0,0,15,0.10277140029774641,0.0,1.0,False,0.15000000000000002,0.1255,sample_1,EmbeddingGemma (Ollama),PHATE,,20250924_225433
