silhouette_score,davies_bouldin_score,inertia,num_clusters,mean_density,density_std,min_density,max_density,mean_hull_area,total_hull_area,language_coherence,connected_components,total_edges,largest_component,clustering_coefficient,digit_linearity,overall_linearity,graph_density,mean_degree,num_hubs,digits_found,digit_consistency,letters_found,letter_consistency,num_voids,mean_void_distance,chi_statistic,p_value,void_significant,void_area_estimate,max_void_distance,input_name,model_name,method_name,languages,timestamp
0.4268,0.7505,7.7616,5,33.09243697478992,12.294694897905455,4,51,0.2649796602093858,1.3248983010469289,0,1,3275,119,0.8367464781765761,0.8947,0.5881,0.4664577695484974,55.04201680672269,7,10,0,26,0.3463,53,0.9185607604869317,0.0,1.0,False,0.5300000000000001,1.3048,ascii-words,Sentence-BERT Multilingual,PCA,,20250914_204511
